"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2991.08551078211,,
"BRA","Brazil","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,3078.7220215404,,
"BRA","Brazil","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,3023.76292076653,,
"BRA","Brazil","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,3049.39065658147,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2564.34973865081,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2669.09232711525,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2744.33368240759,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,2835.6699503918,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3002.52485539789,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3393.00082010955,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,3613.29754426005,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,3755.69805039949,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,4032.81555376882,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,4248.98502932877,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4251.49118450106,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,4610.4647268345,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4731.9687564186,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,4752.24527256765,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,4743.95849567628,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,4872.04653139785,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,5014.79375702034,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,4925.27331525134,,
"BRA","Brazil","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,4967.01719750903,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.107476690296865,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,0.148514198737765,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,0.159243742310737,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,0.17674699880008,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,0.193448437945993,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,0.262206632946337,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,0.502948200115317,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,0.440754370781396,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,0.743204532062821,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,0.695562714251186,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,0.665705798555659,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,0.650060580617089,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,0.687379280618673,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,0.680249910096787,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,0.632250151008714,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,0.614422504073155,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,0.730714633217526,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,0.984630400215344,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,1.00248653012728,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.258347900136057,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,0.356992118740466,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,0.382783339551592,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,0.424856923573155,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,0.46500313314361,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,0.630281159908474,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,1.20896550701461,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,1.05946662343848,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,1.78648346631894,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,1.67196408954707,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,1.60019530458381,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,1.5625879946598,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,1.65229309959545,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,1.63515582174912,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,1.51977604095025,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,1.4769227009614,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,1.75646077832324,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,2.36681270704499,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,2.40973451320187,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,224.165668333462,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,309.758185938768,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,332.136948248108,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,368.643740354453,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,403.478170573071,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,546.888120145216,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,1049.0062459548,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,919.287687629769,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,1550.11230973103,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1450.7450897239,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1388.47209413038,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1355.84063957279,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1433.67678529038,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1418.80695534473,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1318.69317210389,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,1281.50979420972,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,1524.06194928227,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2053.65769187772,,
"RUS","Russian Federation","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,2090.9004771226,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,538.839905998062,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,744.5835619444,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,798.376679636177,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,886.130154881153,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,969.863677699529,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,1314.58641923767,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,2521.55662891618,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,2209.74467174311,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,3726.09408689379,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3487.2393867696,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3337.55020670337,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3259.11210314759,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,3446.21132201337,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,3410.46785679103,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,3169.81859969624,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,3080.43877629092,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,3663.47533764561,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,4936.49507469384,,
"RUS","Russian Federation","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,5026.01769896389,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,1.28751784163211,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,1.28390356821712,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,1.32429879093362,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,1.45112851669084,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,1.54205401861589,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,1.657989124819,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,1.77079091721849,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,1.97007867105563,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,1.88609023246438,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,1.86153264032218,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,1.78769587338855,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,1.7805934635013,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,1.82228867654381,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,1.91937306247073,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,2.39654450599499,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,2.71520575230455,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,2.72951893563078,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,2.80674223846501,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,3.79501968036755,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,2.26974399216473,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,2.26337244910376,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,2.33458452175101,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,2.55817055586797,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,2.71846162528517,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,2.92284171407052,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,3.12169813557037,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,3.47301923370012,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,3.32495739895139,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,3.28166522433101,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,3.15149960430663,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,3.13897888292305,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,3.21248268709969,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,3.38363115166101,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,4.22482882842394,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,4.7865914898485,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,4.81182396493581,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,4.94795965330882,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,6.69017767454161,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2625.92571653032,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2618.55431304361,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2689.66111026828,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,2942.84804084157,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3113.76292220515,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3287.39223024456,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,3514.54685860159,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,3899.5371633266,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,3733.29200652744,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3684.68316434906,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3538.53203804743,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3521.85654929474,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4246.1095375778,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,4279.71420314052,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,4617.62801332925,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,5344.98930116582,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,5364.9165286536,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,5498.92356923758,,
"LTU","Lithuania","EXR","In 2019 constant prices at 2019 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,7455.70238089907,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,4629.20118560079,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,4616.20625983218,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,4741.55926123074,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,5187.8983300819,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,5489.2013587489,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,5795.28960548465,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,6195.73675762058,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,6874.42982340642,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,6581.35897524398,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,6495.66724816034,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,6238.01983532859,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,6208.6228909221,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,7485.3965524653,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,7544.63766377525,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,8140.34035289148,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,9422.59358451075,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,9457.72296556349,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,9693.9617697479,,
"LTU","Lithuania","PPP","In 2019 constant prices at 2019 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,13143.5349004269,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.704409123305124,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,0.752831914421804,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,0.860661708498188,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,0.962197926457369,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,0.938842412193203,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,1.02876753127376,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,1.3406872048903,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,1.72877219084003,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,1.93773702862106,,
"LVA","Latvia","EXR","In 2019 constant prices at 2019 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,1.89465857233822,,
